"alciphron_gb" "anacreon_gb" "cash_corn_gb" "corruption_gb" "epistles_gb" "evenings_gb" "fables_holy_gb" "fudges_england_gb" "fudges_paris_gb" "intercepted_gb" "lalla_gb" "little_gb" "loves_angels_gb" "melodies_gb" "national_gb" "sacred_gb" "sceptic_gb" "summerfete_gb" "tom_crib_gb"
"renown" 0 0 0.00995966336337832 0 0.002636991719846 0 0.00451161741484322 0 0 0.0300052509189108 0 0.00670061645671402 0.00711743772241993 0 0 0 0 0 0.0267361807365818
"rhyme" 0 0 0.0149394950450675 0.0208811860513677 0.002636991719846 0 0.00902323482968644 0.0476417341591234 0 0 0 0 0 0 0 0 0.0389408099688473 0 0
"rising" 0.0235072872590503 0 0 0 0.005273983439692 0.0190367409099562 0 0 0 0 0.00638783755729092 0 0 0.00387837418554142 0 0.0333778371161549 0 0 0.00668404518414544
"romantic" 0 0 0 0 0.007910975159538 0.00951837045497811 0 0.0158805780530411 0.00602373351002952 0.0075013127297277 0.00479087816796819 0 0 0.0116351225566243 0 0 0 0 0
"roves" 0.0117536436295252 0.0067444526876644 0 0 0.015821950319076 0 0 0 0.00602373351002952 0 0.00479087816796819 0 0 0.00775674837108284 0 0 0 0 0
"ruby" 0.0117536436295252 0.0202333580629932 0 0 0.005273983439692 0.00951837045497811 0 0 0 0 0.00798479694661365 0 0 0.00387837418554142 0.0112170499158721 0 0 0 0
"sails" 0 0 0 0 0.023732925478614 0.00951837045497811 0.00451161741484322 0 0 0 0.00319391877864546 0 0 0 0.0112170499158721 0 0 0 0
"seas" 0 0.0067444526876644 0 0 0.005273983439692 0 0 0 0 0 0.0111787157252591 0 0.00711743772241993 0 0.0224340998317443 0.0166889185580774 0 0 0
"secrets" 0.0235072872590503 0 0.00497983168168916 0 0.005273983439692 0.00951837045497811 0.00451161741484322 0 0.00602373351002952 0.0075013127297277 0 0 0.0284697508896797 0.00387837418554142 0 0 0 0 0
"shut" 0.0117536436295252 0 0.00995966336337832 0 0.005273983439692 0 0 0 0 0 0.00479087816796819 0.013401232913428 0.00711743772241993 0 0 0 0.0778816199376947 0 0.00668404518414544
"slavery" 0 0 0 0.0626435581541031 0 0 0.0135348522445297 0 0.00602373351002952 0 0.00159695938932273 0 0 0.0232702451132485 0 0 0 0 0
"slumbers" 0.0117536436295252 0.0134889053753288 0.00497983168168916 0 0.007910975159538 0 0 0 0 0 0 0.0201018493701421 0.00711743772241993 0.0116351225566243 0 0 0 0 0
"smoke" 0 0 0 0 0.005273983439692 0 0 0 0 0.0075013127297277 0.00479087816796819 0.00670061645671402 0.00711743772241993 0.00387837418554142 0 0 0.0778816199376947 0 0.0200521355524363
"snug" 0 0 0.0149394950450675 0 0.002636991719846 0 0 0 0.0180712005300885 0.0150026254594554 0 0 0 0 0 0 0.0389408099688473 0.0163478829491581 0.0200521355524363
"sod" 0 0 0 0.0208811860513677 0.007910975159538 0 0.00451161741484322 0 0 0 0.00319391877864546 0 0.00711743772241993 0.0193918709277071 0 0.0166889185580774 0 0 0
"soothe" 0 0.0067444526876644 0.00497983168168916 0 0.010547966879384 0 0.00451161741484322 0 0 0 0.00479087816796819 0.00670061645671402 0.0142348754448399 0.00387837418554142 0 0 0 0 0
"standard" 0 0 0 0 0 0 0.00902323482968644 0.00794028902652056 0 0.0075013127297277 0.00638783755729092 0 0 0.0155134967421657 0 0.0333778371161549 0 0 0
"started" 0 0 0 0 0 0.00951837045497811 0.00451161741484322 0 0.012047467020059 0.0150026254594554 0.00798479694661365 0.013401232913428 0.00711743772241993 0 0 0 0 0 0
"strike" 0 0.0134889053753288 0 0 0.002636991719846 0.00951837045497811 0.00451161741484322 0 0.0180712005300885 0 0.00159695938932273 0.00670061645671402 0 0.00775674837108284 0.0112170499158721 0 0 0.0163478829491581 0
"string" 0 0.0202333580629932 0 0 0.005273983439692 0 0 0 0 0 0.00159695938932273 0 0 0.00387837418554142 0.0673022994952328 0 0 0 0.00668404518414544
"suits" 0 0 0.00995966336337832 0 0.002636991719846 0.00951837045497811 0.00451161741484322 0 0.0180712005300885 0.0150026254594554 0.00159695938932273 0 0.00711743772241993 0 0.0112170499158721 0 0 0 0.00668404518414544
"sun^s" 0.0117536436295252 0 0 0 0.002636991719846 0 0.00902323482968644 0 0 0 0.00479087816796819 0 0.00711743772241993 0.00775674837108284 0.0112170499158721 0.0166889185580774 0 0.0326957658983162 0
"sway" 0.0117536436295252 0 0 0.0208811860513677 0.002636991719846 0 0.00451161741484322 0.00794028902652056 0.0180712005300885 0.0075013127297277 0.00479087816796819 0 0 0.00387837418554142 0 0 0 0 0.00668404518414544
"table" 0.0235072872590503 0 0.00995966336337832 0 0 0 0 0.0158805780530411 0.012047467020059 0.0150026254594554 0.00319391877864546 0 0 0 0.0112170499158721 0 0 0.0163478829491581 0
"thanks" 0.0117536436295252 0 0.0248991584084458 0 0 0 0.00451161741484322 0 0.0301186675501476 0 0.00319391877864546 0 0 0 0 0 0 0 0
"tones" 0.0117536436295252 0 0 0 0.005273983439692 0.00951837045497811 0.00902323482968644 0 0 0 0.00319391877864546 0 0.00711743772241993 0.00387837418554142 0 0 0 0.0653915317966323 0
"translation" 0 0.0202333580629932 0.00995966336337832 0 0 0 0.00902323482968644 0 0 0 0.00319391877864546 0.00670061645671402 0 0.00387837418554142 0 0 0 0 0.0200521355524363
"treasury" 0 0.0067444526876644 0.0398386534535133 0.0417623721027354 0 0 0 0 0.00602373351002952 0.0075013127297277 0.00159695938932273 0 0 0 0 0 0 0 0
"tresses" 0.0117536436295252 0.0134889053753288 0 0 0.005273983439692 0 0 0 0 0.0075013127297277 0.00798479694661365 0.013401232913428 0 0.00387837418554142 0 0 0 0 0
"tune" 0 0 0.0149394950450675 0 0.002636991719846 0.0190367409099562 0.0135348522445297 0 0.00602373351002952 0.0075013127297277 0 0 0 0 0 0.0166889185580774 0 0 0.0133680903682909
"unblest" 0 0 0.00497983168168916 0 0.010547966879384 0.00951837045497811 0.00451161741484322 0 0 0 0 0 0.0355871886120996 0.00775674837108284 0 0 0 0 0
"vernal" 0.0117536436295252 0.0202333580629932 0.00497983168168916 0 0.010547966879384 0 0 0 0 0 0 0.00670061645671402 0.0142348754448399 0 0 0.0166889185580774 0.0389408099688473 0 0
"victims" 0 0 0.00497983168168916 0 0 0 0.00902323482968644 0 0.0180712005300885 0.0075013127297277 0.0111787157252591 0 0 0 0 0 0 0 0
"viscount" 0 0 0.00497983168168916 0 0.005273983439692 0 0.0180464696593729 0.00794028902652056 0.0240949340401181 0.0150026254594554 0 0 0 0 0 0 0 0 0
"wanted" 0 0 0.0248991584084458 0.0208811860513677 0 0 0.00451161741484322 0.0238208670795617 0 0.0075013127297277 0 0 0.00711743772241993 0 0.0112170499158721 0 0 0 0.00668404518414544
"weave" 0 0.0134889053753288 0 0 0.005273983439692 0.0380734818199124 0.00902323482968644 0 0.00602373351002952 0 0.00159695938932273 0.00670061645671402 0 0 0 0 0 0.0163478829491581 0
"whip" 0 0 0.029878990090135 0 0 0 0.00451161741484322 0.00794028902652056 0.0180712005300885 0.0075013127297277 0 0 0 0 0 0 0 0 0.0133680903682909
"wigs" 0 0 0.00497983168168916 0 0 0 0.0135348522445297 0.00794028902652056 0.0301186675501476 0.0300052509189108 0 0 0 0 0 0 0 0 0
"wilderness" 0 0 0 0 0.007910975159538 0 0 0 0 0 0.0143726345039046 0 0 0.00387837418554142 0 0.0166889185580774 0 0 0
"wither" 0 0 0 0 0.007910975159538 0 0 0 0.00602373351002952 0.0075013127297277 0.00319391877864546 0.00670061645671402 0 0.00775674837108284 0.0448681996634885 0 0 0 0
"woes" 0 0.0134889053753288 0 0.0208811860513677 0.005273983439692 0 0.00451161741484322 0 0 0 0.00159695938932273 0 0 0.0193918709277071 0.0112170499158721 0 0 0.0163478829491581 0
"wreck" 0 0 0 0 0.005273983439692 0.00951837045497811 0.00902323482968644 0 0 0 0.0111787157252591 0 0 0.00387837418554142 0.0112170499158721 0 0 0 0
"add" 0 0 0.00497983168168916 0 0.002636991719846 0 0.00902323482968644 0.0238208670795617 0.00602373351002952 0 0.00159695938932273 0 0 0.00775674837108284 0 0 0.0389408099688473 0 0.00668404518414544
"affairs" 0 0 0.00995966336337832 0.0208811860513677 0 0 0 0.00794028902652056 0.012047467020059 0.0300052509189108 0 0 0.00711743772241993 0 0 0 0 0 0.0133680903682909
"aid" 0 0 0.00995966336337832 0 0.005273983439692 0.00951837045497811 0.00902323482968644 0 0.00602373351002952 0 0.00479087816796819 0 0 0 0 0 0 0.0163478829491581 0.00668404518414544
"allusion" 0 0.0067444526876644 0.00995966336337832 0 0 0 0 0 0 0.0225039381891831 0.00319391877864546 0.0201018493701421 0.00711743772241993 0 0 0 0 0 0.00668404518414544
"ambrosial" 0 0.0134889053753288 0.00497983168168916 0 0.010547966879384 0.00951837045497811 0 0 0 0 0.00798479694661365 0 0 0 0 0 0 0 0
"animals" 0 0 0.0149394950450675 0 0 0 0.00451161741484322 0 0 0 0.00958175633593638 0 0.0213523131672598 0 0 0 0 0 0
"asked" 0.0235072872590503 0.0067444526876644 0.00497983168168916 0 0.005273983439692 0.00951837045497811 0.00451161741484322 0 0 0 0 0.00670061645671402 0.00711743772241993 0.00775674837108284 0 0 0 0 0.00668404518414544
"ben" 0 0.0067444526876644 0 0 0 0 0 0 0 0 0.00638783755729092 0 0 0 0 0 0 0 0.0534723614731636
"bending" 0.0235072872590503 0 0 0 0.007910975159538 0.00951837045497811 0.00451161741484322 0 0 0 0.00479087816796819 0 0 0.00775674837108284 0 0 0 0.0163478829491581 0
"bids" 0.0117536436295252 0 0 0 0.005273983439692 0.00951837045497811 0.00451161741484322 0 0.012047467020059 0.0075013127297277 0.00159695938932273 0.013401232913428 0 0.00775674837108284 0 0 0 0 0
"bowed" 0 0 0 0 0.002636991719846 0 0.00451161741484322 0 0 0 0.00958175633593638 0 0.0213523131672598 0.00775674837108284 0 0 0 0 0
"brains" 0 0 0.00497983168168916 0.0208811860513677 0.010547966879384 0 0 0 0.012047467020059 0.0375065636486385 0 0 0 0 0 0 0 0 0
"breathless" 0.0117536436295252 0 0 0.0208811860513677 0 0.00951837045497811 0 0 0 0 0.0127756751145818 0 0.0142348754448399 0 0 0 0 0 0
"bringing" 0 0 0.0149394950450675 0 0 0.0190367409099562 0 0 0 0 0 0.00670061645671402 0 0.0116351225566243 0.0336511497476164 0.0166889185580774 0 0 0
"brook" 0 0 0.00497983168168916 0 0.002636991719846 0.0190367409099562 0 0 0 0 0.00479087816796819 0 0.0142348754448399 0.00775674837108284 0.0112170499158721 0.0166889185580774 0 0 0
"cambridge" 0 0 0.0597579801802699 0 0 0 0 0.00794028902652056 0 0 0 0 0 0 0 0 0 0 0
"camp" 0 0.0067444526876644 0 0 0.002636991719846 0.0190367409099562 0.00451161741484322 0 0 0 0.00958175633593638 0 0 0 0 0.0333778371161549 0 0 0
"carried" 0 0.0067444526876644 0.00497983168168916 0 0.005273983439692 0 0 0 0.00602373351002952 0 0.00798479694661365 0 0 0.00387837418554142 0 0 0.0389408099688473 0 0.00668404518414544
"chancellor" 0 0 0.00995966336337832 0 0 0 0.00451161741484322 0 0 0.075013127297277 0 0 0 0 0 0 0 0 0
"charles" 0 0 0.00995966336337832 0.146168302359574 0 0 0 0 0 0.0150026254594554 0 0 0 0 0 0 0.0389408099688473 0 0.00668404518414544
"china" 0 0 0.00497983168168916 0 0 0 0.00902323482968644 0 0.012047467020059 0 0.00798479694661365 0 0 0 0 0 0.0389408099688473 0 0.0133680903682909
"co" 0 0 0.00497983168168916 0 0 0 0.00451161741484322 0.055582023185644 0 0.0225039381891831 0 0 0 0 0 0 0 0.0163478829491581 0
"command" 0 0 0.00995966336337832 0 0.002636991719846 0 0.00451161741484322 0 0.00602373351002952 0.0075013127297277 0.00638783755729092 0 0 0.00387837418554142 0 0 0 0.0163478829491581 0.00668404518414544
"commons" 0 0 0.0199193267267566 0.0835247442054709 0 0 0 0 0.012047467020059 0.0150026254594554 0 0 0 0 0 0 0 0 0.00668404518414544
"considerable" 0 0.0067444526876644 0 0 0.007910975159538 0 0 0 0 0.0150026254594554 0.00638783755729092 0 0 0.00387837418554142 0 0 0 0 0.0133680903682909
"constitution" 0 0 0.00497983168168916 0.146168302359574 0 0 0.00451161741484322 0 0.00602373351002952 0 0 0 0 0 0 0 0 0 0.0200521355524363
"cordial" 0 0.0404667161259864 0 0 0.005273983439692 0 0.00451161741484322 0 0 0 0 0 0 0.0155134967421657 0 0 0 0 0
"country^s" 0 0 0 0 0.005273983439692 0 0.00451161741484322 0.00794028902652056 0.00602373351002952 0 0.00958175633593638 0.013401232913428 0 0 0 0 0 0 0
"courts" 0.0117536436295252 0.0134889053753288 0 0 0.002636991719846 0 0.00902323482968644 0 0 0 0.00479087816796819 0 0 0.00775674837108284 0 0 0.0389408099688473 0 0.00668404518414544
"cover" 0 0 0.00995966336337832 0 0.002636991719846 0.00951837045497811 0 0 0 0.0075013127297277 0.00159695938932273 0.00670061645671402 0 0.0155134967421657 0.0112170499158721 0.0166889185580774 0 0 0
"curls" 0 0 0.0199193267267566 0 0.002636991719846 0 0.00902323482968644 0 0.00602373351002952 0.0150026254594554 0.00159695938932273 0 0 0.00387837418554142 0 0 0 0.0163478829491581 0
"damned" 0 0 0.0149394950450675 0.0208811860513677 0 0 0.00451161741484322 0 0.012047467020059 0.0225039381891831 0.00319391877864546 0 0 0 0 0 0.0389408099688473 0 0
"date" 0 0.0067444526876644 0 0.0208811860513677 0.002636991719846 0 0.00451161741484322 0 0.0240949340401181 0.0225039381891831 0.00319391877864546 0 0 0 0 0 0 0 0
"degrees" 0 0 0.00497983168168916 0.0208811860513677 0 0.0190367409099562 0.00902323482968644 0 0.00602373351002952 0 0.00479087816796819 0.00670061645671402 0 0 0 0 0.0389408099688473 0 0.00668404518414544
"divinity" 0 0 0.00497983168168916 0.0208811860513677 0.002636991719846 0 0.00451161741484322 0.0158805780530411 0 0 0.00798479694661365 0 0.0142348754448399 0 0 0 0 0 0
"dose" 0 0 0.0199193267267566 0 0 0 0.00902323482968644 0 0.00602373351002952 0.0150026254594554 0.00159695938932273 0 0 0 0 0 0 0 0.0200521355524363
"drunk" 0 0.0067444526876644 0 0 0.005273983439692 0 0 0 0 0.0075013127297277 0.00638783755729092 0 0.00711743772241993 0 0 0 0 0.0163478829491581 0.0200521355524363
"due" 0 0 0.0149394950450675 0 0 0 0.0135348522445297 0.00794028902652056 0.00602373351002952 0.0150026254594554 0.00159695938932273 0 0 0 0 0 0 0 0.0133680903682909
"easily" 0 0.0202333580629932 0 0.0208811860513677 0.002636991719846 0 0 0 0.00602373351002952 0.0075013127297277 0.00958175633593638 0 0 0 0 0 0 0 0
"egypt" 0.0117536436295252 0 0.00497983168168916 0 0.002636991719846 0 0.00902323482968644 0 0 0 0.00958175633593638 0 0 0 0 0.0333778371161549 0 0 0
"elect" 0 0 0.00497983168168916 0 0.002636991719846 0 0.00451161741484322 0.0238208670795617 0.012047467020059 0 0.00319391877864546 0.00670061645671402 0 0 0 0.0333778371161549 0 0 0
"emblem" 0.0117536436295252 0.0134889053753288 0 0 0.005273983439692 0 0 0 0 0.0075013127297277 0 0.013401232913428 0 0.00775674837108284 0 0.0500667556742323 0 0 0
"employed" 0 0 0 0.0208811860513677 0 0.00951837045497811 0.0135348522445297 0 0 0.0225039381891831 0.00319391877864546 0.00670061645671402 0.0142348754448399 0 0 0 0 0 0
"ended" 0.0117536436295252 0 0.00995966336337832 0 0 0 0 0.0158805780530411 0.00602373351002952 0 0.00319391877864546 0 0.0142348754448399 0 0 0.0500667556742323 0 0 0
"enjoy" 0 0.0067444526876644 0 0.0208811860513677 0.005273983439692 0 0 0 0.00602373351002952 0 0.00958175633593638 0.00670061645671402 0 0.00387837418554142 0 0 0 0 0
"errors" 0 0 0 0.0208811860513677 0.010547966879384 0 0.00451161741484322 0.00794028902652056 0 0 0.00159695938932273 0.0201018493701421 0 0.00387837418554142 0 0 0 0 0.00668404518414544
"essence" 0.0117536436295252 0.0067444526876644 0 0 0.01318495859923 0 0 0 0.00602373351002952 0 0.00638783755729092 0.00670061645671402 0 0 0 0 0 0 0
"evidently" 0 0 0 0 0 0 0.00451161741484322 0.00794028902652056 0.012047467020059 0.0150026254594554 0.00319391877864546 0 0 0 0 0 0 0 0.0334202259207272
"express" 0 0 0.00497983168168916 0 0.005273983439692 0 0.00451161741484322 0.0158805780530411 0.00602373351002952 0 0.00319391877864546 0.00670061645671402 0 0.00387837418554142 0 0 0 0.0163478829491581 0.00668404518414544
"finding" 0 0 0.00497983168168916 0.0208811860513677 0.005273983439692 0 0 0.0158805780530411 0 0.0075013127297277 0.00159695938932273 0.00670061645671402 0 0 0 0 0.0389408099688473 0.0163478829491581 0.0133680903682909
"fishes" 0 0.0067444526876644 0.00995966336337832 0 0 0 0.00451161741484322 0 0.012047467020059 0.0225039381891831 0.00479087816796819 0 0 0 0 0 0 0.0163478829491581 0
"flattering" 0 0 0 0 0.010547966879384 0 0.00451161741484322 0 0.012047467020059 0 0 0 0 0.00387837418554142 0.0336511497476164 0 0 0 0.0133680903682909
"flush" 0 0.0134889053753288 0 0.0208811860513677 0.002636991719846 0 0.00451161741484322 0 0 0 0.00159695938932273 0.0201018493701421 0.00711743772241993 0 0 0 0 0.0326957658983162 0.00668404518414544
"forgotten" 0.0117536436295252 0.0067444526876644 0.0149394950450675 0.0208811860513677 0 0.00951837045497811 0 0 0 0.0075013127297277 0.00319391877864546 0.013401232913428 0.00711743772241993 0 0 0 0 0 0
"freshness" 0 0.0202333580629932 0 0 0.002636991719846 0 0.00451161741484322 0 0 0 0.00638783755729092 0.00670061645671402 0.00711743772241993 0.00775674837108284 0 0 0 0 0
"g" 0 0 0 0 0.002636991719846 0 0 0 0.00602373351002952 0 0 0 0 0 0 0 0 0 0.0735244970255999
"gained" 0 0 0.0149394950450675 0 0 0.00951837045497811 0 0 0.00602373351002952 0.0075013127297277 0.00958175633593638 0 0 0 0.0112170499158721 0 0 0 0
"garlands" 0 0.0202333580629932 0 0 0 0.00951837045497811 0.00451161741484322 0 0 0 0.00479087816796819 0 0 0 0.0336511497476164 0.0166889185580774 0 0 0.00668404518414544
"gh" 0 0 0 0 0.002636991719846 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0802085422097453
"gliding" 0 0.0067444526876644 0 0 0.010547966879384 0.0190367409099562 0.00451161741484322 0 0 0 0.00159695938932273 0.00670061645671402 0 0.00387837418554142 0 0 0 0.0326957658983162 0
"grant" 0 0.0067444526876644 0.00995966336337832 0 0.007910975159538 0 0 0 0 0.0075013127297277 0.00159695938932273 0.013401232913428 0 0 0.0112170499158721 0.0333778371161549 0 0 0
"greater" 0 0.0067444526876644 0.0149394950450675 0 0.002636991719846 0.00951837045497811 0.00902323482968644 0 0 0 0 0 0.00711743772241993 0.00387837418554142 0.0112170499158721 0 0 0 0.0133680903682909
"grecian" 0 0 0 0 0.01318495859923 0.0190367409099562 0 0 0.0180712005300885 0 0.00319391877864546 0 0 0 0 0 0 0.0163478829491581 0
"groups" 0 0.0067444526876644 0 0 0 0.0475918522748905 0 0 0 0 0.00479087816796819 0 0 0.00387837418554142 0.0112170499158721 0 0 0.0326957658983162 0
"hadst" 0 0 0.00995966336337832 0 0.005273983439692 0 0 0 0 0 0.00638783755729092 0 0 0.0155134967421657 0 0 0 0.0163478829491581 0
"hidden" 0.0470145745181006 0 0 0 0.002636991719846 0 0.00451161741484322 0 0 0 0.00479087816796819 0 0.00711743772241993 0.0116351225566243 0 0 0 0 0
"hie" 0 0 0.00497983168168916 0 0.002636991719846 0 0.00451161741484322 0 0 0 0.00159695938932273 0.00670061645671402 0 0 0 0 0 0.0980872976949485 0.0133680903682909
"horizon" 0.0117536436295252 0 0 0 0.002636991719846 0.00951837045497811 0.0135348522445297 0 0 0 0.00479087816796819 0 0.00711743772241993 0.00387837418554142 0.0112170499158721 0 0.0389408099688473 0 0
"husht" 0.0117536436295252 0 0 0 0 0.0380734818199124 0 0 0 0 0.00798479694661365 0 0.00711743772241993 0 0 0 0 0.0326957658983162 0
"idle" 0.0117536436295252 0.0067444526876644 0 0 0.005273983439692 0.0190367409099562 0.00451161741484322 0 0 0 0.00479087816796819 0.00670061645671402 0 0 0 0.0166889185580774 0 0.0163478829491581 0
"immediately" 0 0 0 0 0.002636991719846 0 0 0 0 0.0150026254594554 0.0127756751145818 0 0 0.00387837418554142 0 0 0 0 0.00668404518414544
"imperial" 0 0 0 0 0 0 0.0180464696593729 0 0.012047467020059 0 0.0111787157252591 0 0 0 0 0 0 0 0
"jones" 0 0 0.00497983168168916 0 0 0 0 0 0 0 0.0191635126718728 0 0 0 0 0 0 0 0
"kisses" 0 0.0269778107506576 0 0 0.005273983439692 0 0 0 0 0 0.00159695938932273 0.0201018493701421 0 0.0116351225566243 0 0 0 0 0
"kneel" 0.0117536436295252 0 0 0 0 0 0 0 0.00602373351002952 0 0.00958175633593638 0 0.00711743772241993 0.00775674837108284 0 0.0333778371161549 0 0 0
"lamps" 0 0 0 0 0.002636991719846 0 0.00451161741484322 0 0 0 0.00958175633593638 0 0.00711743772241993 0.00775674837108284 0 0 0 0.0326957658983162 0
"lapse" 0 0 0 0 0.015821950319076 0 0.00451161741484322 0 0 0 0.00319391877864546 0.00670061645671402 0.0213523131672598 0 0 0 0 0 0
"link" 0.0117536436295252 0.0067444526876644 0.00497983168168916 0 0.002636991719846 0 0 0 0 0 0.00479087816796819 0 0.00711743772241993 0.0116351225566243 0 0 0 0.0163478829491581 0.00668404518414544
"london" 0 0 0.0199193267267566 0 0 0 0.0135348522445297 0.0158805780530411 0.00602373351002952 0.0225039381891831 0 0 0 0 0 0 0 0 0
"lord^s" 0.0117536436295252 0 0.00497983168168916 0 0 0 0.00902323482968644 0.00794028902652056 0.0301186675501476 0 0 0 0 0 0 0.0333778371161549 0 0 0.00668404518414544
"lots" 0 0 0.0199193267267566 0 0 0 0.00451161741484322 0 0.00602373351002952 0 0 0 0 0 0.0112170499158721 0 0 0.0163478829491581 0.0334202259207272
"majesty" 0 0.0067444526876644 0.00995966336337832 0 0.005273983439692 0 0.0135348522445297 0 0.00602373351002952 0.0150026254594554 0 0.00670061645671402 0 0 0 0 0 0 0.00668404518414544
"marriage" 0.0117536436295252 0 0.00497983168168916 0 0.002636991719846 0 0.0180464696593729 0.00794028902652056 0.00602373351002952 0 0.00319391877864546 0.00670061645671402 0 0 0 0 0 0.0163478829491581 0
"memphis" 0.129290079924777 0.0067444526876644 0 0 0 0 0.00451161741484322 0 0 0 0 0 0 0 0 0 0 0 0
"mention" 0 0.0067444526876644 0.00497983168168916 0 0.002636991719846 0 0 0 0.012047467020059 0.0150026254594554 0.00479087816796819 0 0.00711743772241993 0 0.0112170499158721 0 0 0 0.00668404518414544
"merits" 0 0.0067444526876644 0.00995966336337832 0.0208811860513677 0 0 0 0.00794028902652056 0 0.0075013127297277 0.00638783755729092 0 0.00711743772241993 0 0 0 0 0 0.0133680903682909
"mill" 0 0 0.0199193267267566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.060156406657309
"miraculous" 0 0 0 0 0 0 0.00451161741484322 0.0158805780530411 0.012047467020059 0.0075013127297277 0.00798479694661365 0 0.0142348754448399 0 0 0 0 0 0
"mist" 0.0117536436295252 0.0067444526876644 0.00995966336337832 0 0.002636991719846 0 0.00451161741484322 0.00794028902652056 0 0 0.00159695938932273 0.013401232913428 0 0.00775674837108284 0.0112170499158721 0 0 0 0
"month" 0 0.0067444526876644 0 0 0 0 0.00902323482968644 0 0.00602373351002952 0.0075013127297277 0.00479087816796819 0 0.0213523131672598 0.00387837418554142 0 0 0 0 0.00668404518414544
"mould" 0 0.0067444526876644 0 0 0.01318495859923 0 0 0 0 0 0.00319391877864546 0.013401232913428 0.0142348754448399 0.00387837418554142 0 0 0 0 0
"murmur" 0 0 0 0 0.01318495859923 0.0285551113649343 0 0 0 0.0075013127297277 0.00319391877864546 0.013401232913428 0 0 0 0 0 0 0
"mysterious" 0.0117536436295252 0 0 0 0.005273983439692 0 0 0.0158805780530411 0 0.0225039381891831 0.00479087816796819 0 0.00711743772241993 0 0 0 0 0.0163478829491581 0
"nea" 0 0 0 0 0.034280892357998 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"offering" 0 0 0 0 0.002636991719846 0 0.0135348522445297 0 0 0.0075013127297277 0.00798479694661365 0 0.00711743772241993 0 0 0.0333778371161549 0 0 0
"office" 0 0.0067444526876644 0.0248991584084458 0 0 0 0 0 0 0.0225039381891831 0.00159695938932273 0 0.00711743772241993 0 0 0 0 0 0.0133680903682909
"onward" 0.0117536436295252 0.0134889053753288 0 0 0.005273983439692 0 0 0 0 0 0.00159695938932273 0 0.00711743772241993 0.0193918709277071 0 0 0 0.0163478829491581 0
"orange" 0 0 0.00995966336337832 0 0.005273983439692 0 0 0.00794028902652056 0.00602373351002952 0.0150026254594554 0.00638783755729092 0 0 0 0 0 0 0 0.00668404518414544
"painful" 0 0.0134889053753288 0.00497983168168916 0 0 0 0.00902323482968644 0.00794028902652056 0 0 0.0111787157252591 0 0 0 0 0 0 0 0
"palm" 0.0352609308885755 0 0 0 0.002636991719846 0 0 0 0 0 0.00479087816796819 0 0 0 0 0.100133511348465 0 0 0
"papa" 0 0 0 0 0 0 0 0 0.0602373351002952 0.0225039381891831 0 0 0 0 0 0 0 0 0
"passion^s" 0.0117536436295252 0 0 0 0.007910975159538 0 0 0 0 0 0 0.0335030822835701 0 0.00387837418554142 0.0224340998317443 0.0166889185580774 0 0 0
"person" 0 0 0.00497983168168916 0 0 0 0.00451161741484322 0 0.00602373351002952 0.0300052509189108 0.00479087816796819 0 0 0 0 0 0 0 0.0200521355524363
"phantom" 0.0117536436295252 0.0134889053753288 0 0 0.002636991719846 0 0.00451161741484322 0 0.00602373351002952 0 0.00319391877864546 0.0201018493701421 0.00711743772241993 0.00387837418554142 0 0 0 0 0
"pledge" 0 0.0067444526876644 0.00497983168168916 0 0 0 0 0 0 0 0.00159695938932273 0.00670061645671402 0 0.0232702451132485 0.0224340998317443 0 0 0.0163478829491581 0
"political" 0 0 0.0199193267267566 0.0417623721027354 0.005273983439692 0 0.00451161741484322 0 0.012047467020059 0.0075013127297277 0.00159695938932273 0 0 0 0 0 0 0 0
"presence" 0 0 0 0 0 0 0 0 0.00602373351002952 0 0.0143726345039046 0 0.00711743772241993 0.00387837418554142 0 0.0166889185580774 0 0 0
"prest" 0.0117536436295252 0.0067444526876644 0.00995966336337832 0 0.01318495859923 0 0 0.00794028902652056 0 0 0.00159695938932273 0.00670061645671402 0.00711743772241993 0 0 0 0 0 0
"promised" 0 0 0 0 0.005273983439692 0.00951837045497811 0.00451161741484322 0 0.00602373351002952 0.0075013127297277 0.00638783755729092 0 0 0.00387837418554142 0 0.0166889185580774 0 0 0.00668404518414544
"psyche" 0 0 0 0 0.018458942038922 0 0.00451161741484322 0 0.012047467020059 0 0 0 0.00711743772241993 0 0 0 0 0.0326957658983162 0
"qui" 0 0 0.00995966336337832 0 0 0 0.00902323482968644 0 0 0 0 0.00670061645671402 0 0 0 0 0 0 0.0534723614731636
"rainbows" 0 0 0 0 0.002636991719846 0.00951837045497811 0.0135348522445297 0.00794028902652056 0 0 0.00319391877864546 0 0.0213523131672598 0 0.0112170499158721 0 0 0 0.00668404518414544
"related" 0 0.0067444526876644 0 0 0.007910975159538 0 0 0 0 0 0.00638783755729092 0 0 0.0116351225566243 0 0 0 0 0.0133680903682909
"religious" 0 0.0067444526876644 0.00497983168168916 0.0417623721027354 0 0.00951837045497811 0 0.0158805780530411 0.00602373351002952 0.0150026254594554 0.00159695938932273 0.00670061645671402 0 0 0 0 0 0 0.00668404518414544
